# forras=https://www.solartronics.de generalva=2026-09-19T09:38:52Z penznem=EUR ar=brutto_kiskereskedelmi_inkl_MwSt termek_db=434 keszleten=344
cikkszam;nev;ar;listaar;akcios;kedvezmeny_szazalek;keszleten_van;keszlet_statusz;rendelheto;suly_kg;url;fokep_url;utolso_modositas;netto_ar;ar_tipus;ar_fix;tol_ar;variansos;kiszereles;ean;marka;duplikalt_cikkszam;duplikalt_db
0130M0115;Solarmodul 30 Watt Mono Solarpanel Solarzelle 520x510x25 90561;37.95;;nem;;nem;nincs raktaron (beszerzes alatt);igen;3.6;https://www.solartronics.de/solarmodul-30-watt-mono-solarpanel-solarzelle-520x510x25-90561-0130m0115;https://www.solartronics.de/media/image/e0/9e/cc/011-30w-mono-3-77kg-510-520-1-b2uEGYPxC5R0dO.jpg;2026-09-10;31.89;brutto+netto (oldalrol);igen;nem;nem;;4260464590561;solartronics;nem;1
05030P115;Solarmodul 30 Watt Poly Solarpanel Solarzelle 520x510x25 90578;37.95;;nem;;igen;raktaron;igen;3.5;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodul-30-watt-poly-solarpanel-solarzelle-520x510x25-90578-05030p115;https://www.solartronics.de/media/image/12/6c/e3/014-30w-poly-3-6kg-510x520-12P14UksrAdcCE.jpg;2026-09-10;31.89;brutto+netto (oldalrol);igen;nem;nem;;4260464590578;solartronics;nem;1
M00518B;Solarmodul 5 Watt Mono 18V Solarpanel Solarzelle 260x200x16,5;15.41;;nem;;igen;raktaron;igen;0.46;https://www.solartronics.de/solarmodul-5-watt-mono-18v-solarpanel-solarzelle-260x200x16-5-m00518b;https://www.solartronics.de/media/image/aa/01/4b/M00518B-MAIN.jpg;2026-04-01;12.95;brutto+netto (oldalrol);nem;nem;igen;1 Stück;4068508023644;solartronics;nem;1
SP50M-36V-630;Solarmodul 50 Watt 36V Mono Solarpanel Solarzelle 630x545x30;48.95;;nem;;igen;raktaron;igen;3.86;https://www.solartronics.de/solarmodul-50-watt-36v-mono-solarpanel-solarzelle-630x545x30-sp50m-36v-630;https://www.solartronics.de/media/image/31/b4/44/50W_36V_Solarpanel_solartronics.jpg;2026-09-10;41.13;brutto+netto (oldalrol);igen;nem;nem;;4260464596419;solartronics;nem;1
M5018F;Solarmodul 50 Watt Mono 18V flexibel All-Black Solarpanel Solarzelle 590x550x3;51.11;;nem;;igen;raktaron;igen;1.6;https://www.solartronics.de/solarmodule/solarmodule-flexibel/solarmodul-50-watt-mono-18v-flexibel-all-black-solarpanel-solarzelle-590x550x3-m5018f;https://www.solartronics.de/media/image/a8/2f/43/solartronics-flexibles-solarmodul-50w-18v-monokristallin-frontal-M5018F.jpg;2026-08-28;42.95;brutto+netto (oldalrol);nem;nem;igen;1 Stück;4068508024658;solartronics;nem;1
5501M115;Solarmodul 50 Watt Mono Solarpanel Solarzelle 630x545x35 90585;35.64;;nem;;igen;raktaron;igen;4.7;https://www.solartronics.de/solarmodul-50-watt-mono-solarpanel-solarzelle-630x545x35-90585-5501m115;https://www.solartronics.de/media/image/bd/9f/f0/033-50w-mono-4-7kg-632x544x35-1.jpg;2026-05-12;29.95;brutto+netto (oldalrol);igen;nem;nem;;( 1;solartronics;nem;1
5501P115N;Solarmodul 50 Watt Poly Solarpanel Solarzelle 668x508x35 92381;35.95;;nem;;nem;utanpotlas uton;igen;4.8;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodul-50-watt-poly-solarpanel-solarzelle-668x508x35-92381-5501p115n;https://www.solartronics.de/media/image/10/43/2c/035-50w-poly-4-8kg-668x508x35-1.jpg;2025-09-11;30.21;brutto+netto (oldalrol);igen;nem;nem;;4260464592381;solartronics;nem;1
M50Wflex;Solarmodul 50 Watt flexibel Mono Solarpanel 580x540x2;69.95;;nem;;igen;raktaron;igen;1.2;https://www.solartronics.de/solarmodule/solarmodule-flexibel/solarmodul-50-watt-flexibel-mono-solarpanel-580x540x2-m50wflex;https://www.solartronics.de/media/image/a9/b7/b0/50W_solarpanel_mono_flexibel_licht_solartronics_2_2.jpg;2026-04-01;58.78;brutto+netto (oldalrol);igen;nem;nem;;4260464594835;solartronics;nem;1
BL-053M50;Solarmodul 50 Watt schwarz Mono Solarpanel Solarzelle 630x545x35 92084;35.64;;nem;;nem;utanpotlas uton;igen;4.7;https://www.solartronics.de/solarmodul-50-watt-schwarz-mono-solarpanel-solarzelle-630x545x35-92084-bl-053m50;https://www.solartronics.de/media/image/5b/c3/83/012-50w-mono-black-4-72kg-630x545-01.jpg;2026-04-01;29.95;brutto+netto (oldalrol);igen;nem;nem;;4260464592084;solartronics;nem;1
M6018B;Solarmodul 60 Watt Mono 18V Bifazial 9 Busbars Solarpanel Solarzelle;40.4;;nem;;igen;raktaron;igen;4.02;https://www.solartronics.de/solarmodul-60-watt-mono-18v-bifazial-9-busbars-solarpanel-solarzelle-m6018b;https://www.solartronics.de/media/image/67/d4/82/ST6018B.jpg;2025-08-28;33.95;brutto+netto (oldalrol);igen;nem;nem;;4068508012723;solartronics;nem;1
M6018B2;Solarmodul 60 Watt Mono 18V Bifazial 9 Busbars Solarpanel Solarzelle (2 Stück);73.72;;nem;;igen;raktaron;igen;8.04;https://www.solartronics.de/solarmodul-60-watt-mono-18v-bifazial-9-busbars-solarpanel-solarzelle-2-stueck-m6018b2;https://www.solartronics.de/media/image/e0/8c/07/ST6018B2.jpg;2026-04-01;61.95;brutto+netto (oldalrol);igen;nem;nem;;4068508012730;solartronics;nem;1
M6018B3;Solarmodul 60 Watt Mono 18V Bifazial 9 Busbars Solarpanel Solarzelle (3 Stück);109.42;;nem;;igen;raktaron;igen;12.06;https://www.solartronics.de/solarmodul-60-watt-mono-18v-bifazial-9-busbars-solarpanel-solarzelle-3-stueck-m6018b3;https://www.solartronics.de/media/image/da/cb/34/ST6018B3.jpg;2026-04-01;91.95;brutto+netto (oldalrol);igen;nem;nem;;4068508012747;solartronics;nem;1
M6018B4;Solarmodul 60 Watt Mono 18V Bifazial 9 Busbars Solarpanel Solarzelle (4 Stück);141.55;;nem;;igen;raktaron;igen;16.08;https://www.solartronics.de/solarmodul-60-watt-mono-18v-bifazial-9-busbars-solarpanel-solarzelle-4-stueck-m6018b4;https://www.solartronics.de/media/image/69/96/ef/ST6018B4.jpg;2026-04-01;118.95;brutto+netto (oldalrol);igen;nem;nem;;4068508012754;solartronics;nem;1
M8018C;Solarmodul 80 Watt Mono 18V flexibel All-Black Solarpanel Solarzelle 760x550x3;59.44;;nem;;igen;raktaron;igen;2.2;https://www.solartronics.de/solarmodule/solarmodule-flexibel/solarmodul-80-watt-mono-18v-flexibel-all-black-solarpanel-solarzelle-760x550x3-m8018c;https://www.solartronics.de/media/image/b3/6b/27/solartronics-flexibles-solarmodul-80w-18v-monokristallin-frontal-M8018C.jpg;2026-07-15;49.95;brutto+netto (oldalrol);nem;nem;igen;1 Stück;4068508024665;solartronics;nem;1
05080M115;Solarmodul 80 Watt Mono Solarpanel Solarzelle 1000x510x30 90608;38.95;;nem;;nem;nincs raktaron (beszerzes alatt);igen;7.0;https://www.solartronics.de/solarmodul-80-watt-mono-solarpanel-solarzelle-1000x510x30-90608-05080m115;https://www.solartronics.de/media/image/92/dc/b6/015-80w-mono-5-3kg-1000x510-1.jpg;2026-09-10;32.73;brutto+netto (oldalrol);igen;nem;nem;;4260464590608;solartronics;nem;1
P8018B;Solarmodul 80 Watt Poly Solarpanel Solarzelle 1050x510x30;59.95;;nem;;igen;raktaron;igen;5.8;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodul-80-watt-poly-solarpanel-solarzelle-1050x510x30-p8018b;https://www.solartronics.de/media/image/50/e4/9a/80Watt_Poly_Solarpanel_1.jpg;2025-11-18;50.38;brutto+netto (oldalrol);igen;nem;nem;;4260464596815;solartronics;nem;1
M80Wflex;Solarmodul 80 Watt flexibel Mono Solarpanel Solarzelle 950x540x2 94200;99.95;;nem;;nem;nincs raktaron (beszerzes alatt);igen;2.5;https://www.solartronics.de/solarmodule/solarmodule-flexibel/solarmodul-80-watt-flexibel-mono-solarpanel-solarzelle-950x540x2-94200-m80wflex;https://www.solartronics.de/media/image/4c/ac/75/047-80w-mono-flex-2-5kg-950x540x20-1.jpg;2026-09-10;83.99;brutto+netto (oldalrol);igen;nem;nem;;4260464594200;solartronics;nem;1
2xST100M36V;Solarmodule 2 Stück 100 Watt Mono 36V Solarpanel Solarzelle 1130x505x30 93098;118.88;;nem;;igen;raktaron;igen;13.0;https://www.solartronics.de/solarmodule-2-stueck-100-watt-mono-36v-solarpanel-solarzelle-1130x505x30-93098-2xst100m36v;https://www.solartronics.de/media/image/fc/87/84/043-100w-mono-36v-8kg-1130x505x30-02.jpg;2026-09-10;99.9;brutto+netto (oldalrol);igen;nem;nem;;( 1;solartronics;nem;1
054100F100x2;Solarmodule 2 Stück 100 Watt flexibel Mono Solarpanel Solarzelle 1100x542x2 92121;295.95;;nem;;igen;raktaron;igen;3.2;https://www.solartronics.de/solarmodule/solarmodule-flexibel/solarmodule-2-stueck-100-watt-flexibel-mono-solarpanel-solarzelle-1100x542x2-92121-054100f100x2;https://www.solartronics.de/media/image/21/93/e0/024-100w-mono-flex-1-6kg-1100x542x2-2.jpg;2026-04-01;248.7;brutto+netto (oldalrol);igen;nem;nem;;4260464593166;solartronics;nem;1
2xBL-100W1000;Solarmodule 2 Stück 100 Watt schwarz Mono Solarpanel Solarzelle 1000x675x30;167.9;;nem;;igen;raktaron;igen;15.0;https://www.solartronics.de/solarmodule-2-stueck-100-watt-schwarz-mono-solarpanel-solarzelle-1000x675x30-2xbl-100w1000;https://www.solartronics.de/media/image/8c/0c/3d/2x100W_Solarpanel_1000_schwarz_solartronics.jpg;2025-02-04;141.09;brutto+netto (oldalrol);igen;nem;nem;;4068508001895;solartronics;nem;1
2xBL-100M0115;Solarmodule 2 Stück 100 Watt schwarz Mono Solarpanel Solarzelle 1200x545x30 93043;167.9;;nem;;nem;utanpotlas uton;igen;16.6;https://www.solartronics.de/solarmodule-2-stueck-100-watt-schwarz-mono-solarpanel-solarzelle-1200x545x30-93043-2xbl-100m0115;https://www.solartronics.de/media/image/25/f9/f4/2x100W_Solarpanel_1200_schwarz_solartronics.jpg;2026-07-14;141.09;brutto+netto (oldalrol);igen;nem;nem;;4260464593081;solartronics;nem;1
05260M0113x2;Solarmodule 2 Stück 130 Watt Mono Solarpanel Solarzelle 1130x680x35 90646;122.96;;nem;;nem;utanpotlas uton;igen;18.0;https://www.solartronics.de/solarmodule-2-stueck-130-watt-mono-solarpanel-solarzelle-1130x680x35-90646-05260m0113x2;https://www.solartronics.de/media/image/12/d6/5e/039-130w-mono-9-5kg-1130x680x35-2.jpg;2025-08-29;103.33;brutto+netto (oldalrol);igen;nem;nem;;4260464594231;solartronics;nem;1
05130P1x2;Solarmodule 2 Stück 130 Watt Poly Solarpanel Solarzelle 1290x675x30 92459;202.95;;nem;;igen;raktaron;igen;20.4;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodule-2-stueck-130-watt-poly-solarpanel-solarzelle-1290x675x30-92459-05130p1x2;https://www.solartronics.de/media/image/6f/10/41/037-130w-poly-11kg-1290x675x35-2.jpg;2025-11-18;170.55;brutto+netto (oldalrol);igen;nem;nem;;4260464592794;solartronics;nem;1
2x05140M0115-2;Solarmodule 2 Stück 140 Watt Mono 12 Busbars 210mm Zellformat Solarpanel 1170x675x35 91681;130.84;;nem;;nem;utanpotlas uton;igen;17.1;https://www.solartronics.de/solarmodule-2-stueck-140-watt-mono-12-busbars-210mm-zellformat-solarpanel-1170x675x35-91681-2x05140m0115-2;https://www.solartronics.de/media/image/10/d7/5b/2x140W_mono_18V_12_Busbars_solarpanel_solartronics_1.jpg;2025-12-04;109.95;brutto+netto (oldalrol);igen;nem;nem;;4260464592749;solartronics;nem;1
05140P113x2;Solarmodule 2 Stück 140 Watt Poly Solarpanel Solarzelle 1300x668x35 91698;221.95;;nem;;nem;utanpotlas uton;igen;20.4;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodule-2-stueck-140-watt-poly-solarpanel-solarzelle-1300x668x35-91698-05140p113x2;https://www.solartronics.de/media/image/3c/39/22/038-140w-poly-10-9kg-1300x668x35-2.jpg;2026-04-02;186.51;brutto+netto (oldalrol);igen;nem;nem;;4260464592817;solartronics;nem;1
05300M0115x2;Solarmodule 2 Stück 150 Watt Mono 12 Busbars 210mm Zellformat Solarpanel 1230x670x35 90660;189.95;;nem;;igen;raktaron;igen;20.0;https://www.solartronics.de/solarmodule-2-stueck-150-watt-mono-12-busbars-210mm-zellformat-solarpanel-1230x670x35-90660-05300m0115x2;https://www.solartronics.de/media/image/c0/ec/1b/2x150W_mono_18V_solarpanel_solartronics_1.jpg;2025-02-04;159.62;brutto+netto (oldalrol);igen;nem;nem;;4260464594279;solartronics;nem;1
2x180m-1475-20v;Solarmodule 2 Stück 180 Watt Mono Solarpanel Solarzelle 1475x675x35 93050;193.9;;nem;;igen;raktaron;igen;23.6;https://www.solartronics.de/solarmodule-2-stueck-180-watt-mono-solarpanel-solarzelle-1475x675x35-93050-2x180m-1475-20v;https://www.solartronics.de/media/image/83/d4/85/042-180w-mono-13kg-1480x674x35-02.jpg;2025-05-28;162.94;brutto+netto (oldalrol);igen;nem;nem;;4260464593067;solartronics;nem;1
2x180P-1475;Solarmodule 2 Stück 180 Watt Poly Solarpanel Solarzelle 5 Busbar 1475x675x35;194.95;;nem;;nem;utanpotlas uton;igen;21.0;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodule-2-stueck-180-watt-poly-solarpanel-solarzelle-5-busbar-1475x675x35-2x180p-1475;https://www.solartronics.de/media/image/1c/9d/3e/2x180W_solarpanel_poly_solartronics_1.jpg;2026-09-10;163.82;brutto+netto (oldalrol);igen;nem;nem;;4260464596785;solartronics;nem;1
2x50M-36V-630;Solarmodule 2 Stück 50 Watt 36V Mono Solarpanele Solarzellen 630x545x30;91.9;;nem;;igen;raktaron;igen;7.72;https://www.solartronics.de/solarmodule-2-stueck-50-watt-36v-mono-solarpanele-solarzellen-630x545x30-2x50m-36v-630;https://www.solartronics.de/media/image/53/66/27/2x50W_36V_Solarpanel_solartronics.jpg;2025-10-16;77.23;brutto+netto (oldalrol);igen;nem;nem;;4260464596426;solartronics;nem;1
5501P115Nx2;Solarmodule 2 Stück 50 Watt Poly Solarpanel Solarzelle 668x508x35 92381;69.95;;nem;;nem;utanpotlas uton;igen;9.6;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodule-2-stueck-50-watt-poly-solarpanel-solarzelle-668x508x35-92381-5501p115nx2;https://www.solartronics.de/media/image/27/e0/d8/035-50w-poly-4-8kg-668x508x35-2.jpg;2026-09-10;58.78;brutto+netto (oldalrol);igen;nem;nem;;4260464592398;solartronics;nem;1
2xBL-053M50;Solarmodule 2 Stück 50 Watt schwarz Mono Solarpanel Solarzelle 630x545x35 92084;69.95;;nem;;igen;raktaron;igen;9.4;https://www.solartronics.de/solarmodule-2-stueck-50-watt-schwarz-mono-solarpanel-solarzelle-630x545x35-92084-2xbl-053m50;https://www.solartronics.de/media/image/17/68/54/012-50w-mono-black-4-7kg-630x545x35-02.jpg;2026-09-10;58.78;brutto+netto (oldalrol);igen;nem;nem;;4260464593074;solartronics;nem;1
05160M0115x2;Solarmodule 2 Stück 80 Watt Mono Solarpanel Solarzelle 1000x510x30 90608;85.62;;nem;;nem;nincs raktaron (beszerzes alatt);igen;14.0;https://www.solartronics.de/solarmodule-2-stueck-80-watt-mono-solarpanel-solarzelle-1000x510x30-90608-05160m0115x2;https://www.solartronics.de/media/image/ab/50/ac/016-80w-mono-6-98kg-1000x510-2.jpg;2026-09-10;71.95;brutto+netto (oldalrol);igen;nem;nem;;4260464594569;solartronics;nem;1
ST100M156x3;Solarmodule 3 Stück 100 Watt Mono Solarpanel Solarzelle 1000x675x30 92053;251.85;;nem;;igen;raktaron;igen;24.0;https://www.solartronics.de/solarmodule-3-stueck-100-watt-mono-solarpanel-solarzelle-1000x675x30-92053-st100m156x3;https://www.solartronics.de/media/image/6c/72/0b/010-100w-mono-9-4kg-1000x675x30-3.jpg;2025-10-09;211.64;brutto+netto (oldalrol);igen;nem;nem;;4260464595702;solartronics;nem;1
054100F100x3;Solarmodule 3 Stück 100 Watt flexibel Mono Solarpanel Solarzelle 1100x542x2 92121;445.95;;nem;;igen;raktaron;igen;4.8;https://www.solartronics.de/solarmodule/solarmodule-flexibel/solarmodule-3-stueck-100-watt-flexibel-mono-solarpanel-solarzelle-1100x542x2-92121-054100f100x3;https://www.solartronics.de/media/image/6f/a5/a2/024-100w-mono-flex-1-6kg-1100x542x2-3.jpg;2026-04-01;374.75;brutto+netto (oldalrol);igen;nem;nem;;4260464593173;solartronics;nem;1
05130P1x3;Solarmodule 3 Stück 130 Watt Poly Solarpanel Solarzelle 1290x675x30 92459;313.28;;nem;;igen;raktaron;igen;30.6;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodule-3-stueck-130-watt-poly-solarpanel-solarzelle-1290x675x30-92459-05130p1x3;https://www.solartronics.de/media/image/a2/06/cc/037-130w-poly-11kg-1290x675x35-3.jpg;2025-11-18;263.26;brutto+netto (oldalrol);igen;nem;nem;;4260464592800;solartronics;nem;1
05140P113x3;Solarmodule 3 Stück 140 Watt Poly Solarpanel Solarzelle 1300x668x35 91698;341.28;;nem;;nem;utanpotlas uton;igen;30.6;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodule-3-stueck-140-watt-poly-solarpanel-solarzelle-1300x668x35-91698-05140p113x3;https://www.solartronics.de/media/image/ba/1f/6f/038-140w-poly-10-9kg-1300x668x35-3.jpg;2026-04-02;286.79;brutto+netto (oldalrol);igen;nem;nem;;4260464592824;solartronics;nem;1
5501P115Nx3;Solarmodule 3 Stück 50 Watt Poly Solarpanel Solarzelle 668x508x35 92381;115.95;;nem;;nem;nincs raktaron (beszerzes alatt);igen;14.4;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodule-3-stueck-50-watt-poly-solarpanel-solarzelle-668x508x35-92381-5501p115nx3;https://www.solartronics.de/media/image/96/d3/25/035-50w-poly-4-8kg-668x508x35-3.jpg;2026-09-10;97.44;brutto+netto (oldalrol);igen;nem;nem;;4260464592404;solartronics;nem;1
3xM80Wflex;Solarmodule 3 Stück 80 Watt flexibel Mono Solarpanel Solarzelle 950x540x2 94200;289.95;;nem;;nem;nincs raktaron (beszerzes alatt);igen;7.5;https://www.solartronics.de/solarmodule/solarmodule-flexibel/solarmodule-3-stueck-80-watt-flexibel-mono-solarpanel-solarzelle-950x540x2-94200-3xm80wflex;https://www.solartronics.de/media/image/47/45/f7/047-80w-mono-flex-2-5kg-950x540x20-3.jpg;2025-10-07;243.66;brutto+netto (oldalrol);igen;nem;nem;;4260464594224;solartronics;nem;1
054100F100x4;Solarmodule 4 Stück 100 Watt flexibel Mono Solarpanel Solarzelle 1100x542x2 92121;594.95;;nem;;nem;utanpotlas uton;igen;6.4;https://www.solartronics.de/solarmodule/solarmodule-flexibel/solarmodule-4-stueck-100-watt-flexibel-mono-solarpanel-solarzelle-1100x542x2-92121-054100f100x4;https://www.solartronics.de/media/image/fe/4f/6b/024-100w-mono-flex-1-6kg-1100x542x2-4.jpg;2026-04-01;499.96;brutto+netto (oldalrol);igen;nem;nem;;4260464593180;solartronics;nem;1
5501P115Nx4;Solarmodule 4 Stück 50 Watt Poly Solarpanel Solarzelle 668x508x35 92381;154.95;;nem;;nem;nincs raktaron (beszerzes alatt);igen;19.2;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodule-4-stueck-50-watt-poly-solarpanel-solarzelle-668x508x35-92381-5501p115nx4;https://www.solartronics.de/media/image/76/fa/0c/035-50w-poly-4-8kg-668x508x35-4.jpg;2026-09-10;130.21;brutto+netto (oldalrol);igen;nem;nem;;4260464592411;solartronics;nem;1
054100F100x5;Solarmodule 5 Stück 100 Watt flexibel Mono Solarpanel Solarzelle 1100x542x2 92121;739.95;;nem;;nem;utanpotlas uton;igen;8.0;https://www.solartronics.de/solarmodule/solarmodule-flexibel/solarmodule-5-stueck-100-watt-flexibel-mono-solarpanel-solarzelle-1100x542x2-92121-054100f100x5;https://www.solartronics.de/media/image/7f/1f/c9/024-100w-mono-flex-1-6kg-1100x542x2-5.jpg;2026-09-10;621.81;brutto+netto (oldalrol);igen;nem;nem;;4260464593197;solartronics;nem;1
5501P115Nx5;Solarmodule 5 Stück 50 Watt Poly Solarpanel Solarzelle 668x508x35 92381;189.95;;nem;;nem;nincs raktaron (beszerzes alatt);igen;24.0;https://www.solartronics.de/solarmodule/solarmodule-polykristallin/solarmodule-5-stueck-50-watt-poly-solarpanel-solarzelle-668x508x35-92381-5501p115nx5;https://www.solartronics.de/media/image/5c/30/49/035-50w-poly-4-8kg-668x508x35-5.jpg;2026-04-01;159.62;brutto+netto (oldalrol);igen;nem;nem;;4260464592428;solartronics;nem;1
FS1000D12V;Spannungswandler FS1000D 12V 1000 Watt reiner Sinus BLAU m. Display;129.95;;nem;;igen;raktaron;igen;3.0;https://www.solartronics.de/spannungswandler-fs1000d-12v-1000-watt-reiner-sinus-blau-m.-display-fs1000d12v;https://www.solartronics.de/media/image/97/e3/d7/115-fs1000d-12v-rein-01.jpg;2025-08-28;109.2;brutto+netto (oldalrol);igen;nem;nem;;( 7;solartronics;nem;1
FS1000D12V-FBFU;Spannungswandler FS1000D 12V 1000 Watt reiner Sinus BLAU m. Display mit Fernbedienung Funk;142.85;;nem;;igen;raktaron;igen;3.0;https://www.solartronics.de/spannungswandler-fs1000d-12v-1000-watt-reiner-sinus-blau-m.-display-mit-fernbedienung-funk-fs1000d12v-fbfu;https://www.solartronics.de/media/image/50/91/64/115-fs1000d-12v-rein-01-fb-fu.jpg;2025-08-28;120.04;brutto+netto (oldalrol);igen;nem;nem;;4260464594262;solartronics;nem;1
FS1000D12V-FBKA;Spannungswandler FS1000D 12V 1000 Watt reiner Sinus BLAU m. Display mit Fernbedienung Kabel;142.85;;nem;;igen;raktaron;igen;3.0;https://www.solartronics.de/spannungswandler-fs1000d-12v-1000-watt-reiner-sinus-blau-m.-display-mit-fernbedienung-kabel-fs1000d12v-fbka;https://www.solartronics.de/media/image/e1/e9/2d/115-fs1000d-12v-rein-01-fb-ka.jpg;2025-08-28;120.04;brutto+netto (oldalrol);igen;nem;nem;;4260464594255;solartronics;nem;1
FS1000D24V;Spannungswandler FS1000D 24V 1000 Watt reiner Sinus BLAU m. Display;137.95;;nem;;igen;raktaron;igen;2.9;https://www.solartronics.de/spannungswandler-fs1000d-24v-1000-watt-reiner-sinus-blau-m.-display-fs1000d24v;https://www.solartronics.de/media/image/7b/aa/c9/111-fs1000d-24v-rein-01.jpg;2025-10-06;115.92;brutto+netto (oldalrol);igen;nem;nem;;4260464592145;solartronics;nem;1
FS1000DR12V;Spannungswandler FS1000DR 12V 1000 Watt reiner Sinus BLAU Inverter;127.95;;nem;;igen;raktaron;igen;3.0;https://www.solartronics.de/spannungswandler-fs1000dr-12v-1000-watt-reiner-sinus-blau-inverter-fs1000dr12v;https://www.solartronics.de/media/image/87/d6/f0/129-fs1000dr-12v-rein-01.jpg;2025-08-28;107.52;brutto+netto (oldalrol);igen;nem;nem;;4260464594620;solartronics;nem;1
FS1500D12V;Spannungswandler FS1500D 12V 1500 Watt reiner Sinus BLAU m. Display;194.95;;nem;;igen;raktaron;igen;5.3;https://www.solartronics.de/spannungswandler-fs1500d-12v-1500-watt-reiner-sinus-blau-m.-display-fs1500d12v;https://www.solartronics.de/media/image/6b/af/ec/FS1500D_Spannungswandler_1.jpg;2025-10-06;163.82;brutto+netto (oldalrol);igen;nem;nem;;( 5;solartronics;nem;1
FS1500D12V-FBFU;Spannungswandler FS1500D 12V 1500 Watt reiner Sinus BLAU m. Display mit Fernbedienung Funk;209.85;;nem;;igen;raktaron;igen;5.3;https://www.solartronics.de/spannungswandler-fs1500d-12v-1500-watt-reiner-sinus-blau-m.-display-mit-fernbedienung-funk-fs1500d12v-fbfu;https://www.solartronics.de/media/image/23/97/ce/116-fs1500d-12v-rein-01-fb-fuW0bLmLo8yK7m2.jpg;2025-08-28;176.34;brutto+netto (oldalrol);igen;nem;nem;;4260464594330;solartronics;nem;1
